Timestamp,Available
2019-06-21 16:14:00,490
2019-06-21 16:29:00,508
2019-06-21 16:44:00,527
2019-06-21 16:59:00,542
2019-06-21 17:14:00,555
2019-06-21 17:29:00,569
2019-06-21 17:44:00,571
2019-06-21 17:59:00,570
2019-06-21 18:13:00,582
2019-06-21 18:28:00,583
2019-06-21 18:43:00,583
2019-06-21 18:56:00,587
2019-06-21 19:14:00,579
2019-06-21 19:29:00,565
2019-06-21 19:44:00,569
2019-06-21 19:59:00,564
2019-06-21 20:13:00,569
2019-06-21 20:29:00,561
2019-06-21 20:44:00,553
2019-06-21 20:57:00,563
2019-06-21 21:14:00,567
2019-06-21 21:29:00,568
2019-06-21 21:45:00,567
2019-06-21 22:00:00,571
2019-06-21 22:13:00,579
2019-06-21 22:29:00,592
2019-06-21 22:44:00,601
2019-06-21 22:57:00,603
2019-06-21 23:14:00,604
2019-06-21 23:23:00,602
2019-06-21 23:42:00,606
2019-06-21 23:52:00,607
2019-06-22 00:14:00,607
2019-06-22 00:27:00,611
2019-06-22 00:44:00,612
2019-06-22 00:58:00,618
2019-06-22 01:09:00,625
2019-06-22 01:29:00,628
2019-06-22 01:44:00,628
2019-06-22 01:59:00,630
2019-06-22 02:10:00,632
2019-06-22 02:27:00,632
2019-06-22 02:39:00,633
2019-06-22 02:57:00,637
2019-06-22 03:11:00,639
2019-06-22 03:29:00,640
2019-06-22 03:43:00,640
2019-06-22 03:59:00,642
2019-06-22 04:12:00,646
2019-06-22 04:12:00,646
2019-06-22 04:40:00,649
2019-06-22 04:53:00,649
2019-06-22 05:12:00,651
2019-06-22 05:27:00,656
2019-06-22 05:39:00,655
2019-06-22 05:50:00,656
2019-06-22 06:08:00,659
2019-06-22 06:28:00,661
2019-06-22 06:44:00,664
2019-06-22 06:54:00,665
2019-06-22 07:11:00,664
2019-06-22 07:28:00,662
2019-06-22 07:44:00,659
2019-06-22 07:58:00,657
2019-06-22 08:12:00,654
2019-06-22 08:24:00,655
2019-06-22 08:42:00,650
2019-06-22 08:56:00,644
2019-06-22 09:12:00,637
2019-06-22 09:27:00,628
2019-06-22 09:43:00,618
2019-06-22 09:57:00,608
2019-06-22 10:13:00,602
2019-06-22 10:28:00,594
2019-06-22 10:43:00,582
2019-06-22 10:59:00,566
2019-06-22 11:11:00,559
2019-06-22 11:27:00,553
2019-06-22 11:43:00,554
2019-06-22 11:59:00,547
2019-06-22 12:14:00,538
2019-06-22 12:28:00,529
2019-06-22 12:43:00,522
2019-06-22 12:58:00,525
2019-06-22 13:14:00,522
2019-06-22 13:29:00,524
2019-06-22 13:43:00,517
2019-06-22 13:59:00,498
2019-06-22 14:14:00,474
2019-06-22 14:29:00,457
2019-06-22 14:44:00,433
2019-06-22 14:59:00,418
2019-06-22 15:14:00,404
2019-06-22 15:29:00,401
2019-06-22 15:44:00,394
2019-06-22 15:59:00,394
2019-06-22 16:13:00,392
2019-06-22 16:29:00,400
2019-06-22 16:44:00,408
2019-06-22 16:58:00,424
2019-06-22 17:13:00,446
2019-06-22 17:29:00,457
2019-06-22 17:44:00,463
2019-06-22 18:00:00,476
2019-06-22 18:14:00,499
2019-06-22 18:29:00,514
2019-06-22 18:44:00,517
2019-06-22 18:59:00,523
2019-06-22 19:10:00,519
2019-06-22 19:28:00,516
2019-06-22 19:44:00,515
2019-06-22 19:59:00,515
2019-06-22 20:12:00,512
2019-06-22 20:28:00,520
2019-06-22 20:44:00,523
2019-06-22 20:59:00,524
2019-06-22 21:14:00,526
2019-06-22 21:26:00,530
2019-06-22 21:44:00,537
2019-06-22 21:59:00,542
2019-06-22 22:11:00,546
2019-06-22 22:24:00,549
2019-06-22 22:44:00,563
2019-06-22 22:59:00,572
2019-06-22 23:10:00,578
2019-06-22 23:19:00,582
2019-06-22 23:44:00,594
2019-06-22 23:58:00,599
2019-06-23 00:13:00,607
2019-06-23 00:27:00,614
2019-06-23 00:40:00,618
2019-06-23 00:51:00,623
2019-06-23 01:14:00,639
2019-06-23 01:27:00,642
2019-06-23 01:36:00,644
2019-06-23 01:59:00,647
2019-06-23 02:14:00,650
2019-06-23 02:27:00,652
2019-06-23 02:31:00,653
2019-06-23 02:59:00,656
2019-06-23 03:07:00,658
2019-06-23 03:28:00,660
2019-06-23 03:28:00,660
2019-06-23 03:28:00,660
2019-06-23 04:06:00,661
2019-06-23 04:29:00,664
2019-06-23 04:42:00,667
2019-06-23 04:58:00,668
2019-06-23 04:58:00,668
2019-06-23 04:58:00,668
2019-06-23 05:41:00,667
2019-06-23 05:48:00,668
2019-06-23 06:10:00,669
2019-06-23 06:10:00,669
2019-06-23 06:10:00,669
2019-06-23 06:10:00,669
2019-06-23 06:10:00,669
2019-06-23 07:19:00,670
2019-06-23 07:19:00,670
2019-06-23 07:19:00,670
2019-06-23 08:05:00,669
2019-06-23 08:27:00,668
2019-06-23 08:44:00,669
2019-06-23 08:59:00,668
2019-06-23 09:04:00,668
2019-06-23 09:04:00,668
2019-06-23 09:41:00,664
2019-06-23 09:53:00,665
2019-06-23 10:12:00,661
2019-06-23 10:28:00,654
2019-06-23 10:44:00,644
2019-06-23 10:58:00,643
2019-06-23 11:11:00,644
2019-06-23 11:17:00,642
2019-06-23 11:35:00,641
2019-06-23 11:59:00,639
2019-06-23 12:14:00,640
2019-06-23 12:26:00,639
2019-06-23 12:44:00,650
2019-06-23 12:59:00,654
2019-06-23 13:13:00,654
2019-06-23 13:29:00,654
2019-06-23 13:43:00,651
2019-06-23 13:59:00,652
2019-06-23 14:14:00,653
2019-06-23 14:29:00,653
2019-06-23 14:43:00,651
2019-06-23 14:48:00,650
2019-06-23 15:07:00,650
2019-06-23 15:26:00,650
2019-06-23 15:41:00,648
2019-06-23 15:54:00,650
2019-06-23 16:14:00,650
2019-06-23 16:29:00,650
2019-06-23 16:44:00,651
2019-06-23 16:58:00,651
2019-06-23 17:10:00,656
2019-06-23 17:25:00,655
2019-06-23 17:45:00,657
2019-06-23 17:59:00,657
2019-06-23 18:08:00,654
2019-06-23 18:28:00,653
2019-06-23 18:44:00,653
2019-06-23 18:54:00,655
2019-06-23 19:13:00,655
2019-06-23 19:29:00,657
2019-06-23 19:36:00,655
2019-06-23 19:36:00,655
2019-06-23 20:06:00,655
2019-06-23 20:27:00,654
2019-06-23 20:43:00,655
2019-06-23 20:59:00,657
2019-06-23 21:05:00,660
2019-06-23 21:25:00,661
2019-06-23 21:43:00,659
2019-06-23 21:50:00,662
2019-06-23 22:07:00,660
2019-06-23 22:26:00,661
2019-06-23 22:41:00,662
2019-06-23 22:50:00,663
2019-06-23 23:15:00,666
2019-06-23 23:22:00,665
2019-06-23 23:43:00,664
2019-06-23 23:50:00,663
2019-06-24 00:07:00,662
2019-06-24 00:07:00,662
2019-06-24 00:30:00,663
2019-06-24 00:48:00,665
2019-06-24 00:48:00,665
2019-06-24 01:19:00,664
2019-06-24 01:19:00,664
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 01:58:00,665
2019-06-24 05:19:00,666
2019-06-24 05:42:00,665
2019-06-24 05:52:00,664
2019-06-24 06:11:00,662
2019-06-24 06:25:00,663
2019-06-24 06:33:00,662
2019-06-24 06:59:00,663
2019-06-24 07:13:00,652
2019-06-24 07:28:00,639
2019-06-24 07:44:00,627
2019-06-24 08:00:00,602
2019-06-24 08:14:00,570
2019-06-24 08:29:00,549
2019-06-24 08:44:00,529
2019-06-24 08:59:00,506
2019-06-24 09:14:00,475
2019-06-24 09:28:00,454
2019-06-24 09:44:00,440
2019-06-24 09:59:00,435
2019-06-24 10:14:00,431
2019-06-24 10:28:00,441
2019-06-24 10:43:00,455
2019-06-24 10:57:00,458
2019-06-24 11:14:00,456
2019-06-24 11:23:00,457
2019-06-24 11:44:00,445
2019-06-24 11:59:00,437
2019-06-24 12:14:00,438
2019-06-24 12:29:00,432
2019-06-24 12:44:00,413
2019-06-24 13:00:00,399
2019-06-24 13:14:00,394
2019-06-24 13:29:00,390
2019-06-24 13:44:00,393
2019-06-24 13:59:00,384
2019-06-24 14:14:00,383
2019-06-24 14:28:00,392
2019-06-24 14:44:00,400
2019-06-24 14:58:00,407
2019-06-24 15:14:00,424
2019-06-24 15:29:00,442
2019-06-24 15:43:00,461
2019-06-24 15:59:00,474
2019-06-24 16:14:00,484
2019-06-24 16:29:00,493
2019-06-24 16:44:00,512
2019-06-24 16:56:00,520
2019-06-24 17:14:00,551
2019-06-24 17:29:00,569
2019-06-24 17:43:00,590
2019-06-24 17:59:00,593
2019-06-24 18:15:00,606
2019-06-24 18:29:00,616
2019-06-24 18:44:00,614
2019-06-24 18:58:00,609
2019-06-24 19:13:00,610
2019-06-24 19:29:00,607
2019-06-24 19:44:00,605
2019-06-24 19:56:00,611
2019-06-24 20:10:00,611
2019-06-24 20:29:00,612
2019-06-24 20:44:00,614
2019-06-24 20:55:00,612
2019-06-24 21:12:00,617
2019-06-24 21:29:00,622
2019-06-24 21:36:00,621
2019-06-24 21:56:00,618
2019-06-24 22:13:00,621
2019-06-24 22:26:00,631
2019-06-24 22:43:00,630
2019-06-24 22:55:00,630
2019-06-24 23:12:00,631
2019-06-24 23:23:00,632
2019-06-24 23:44:00,634
2019-06-24 23:53:00,635
2019-06-25 00:10:00,635
2019-06-25 00:26:00,634
2019-06-25 00:26:00,634
2019-06-25 00:54:00,636
2019-06-25 01:11:00,636
2019-06-25 01:26:00,638
2019-06-25 01:41:00,638
2019-06-25 01:45:00,639
2019-06-25 02:13:00,641
2019-06-25 02:13:00,641
2019-06-25 02:35:00,643
2019-06-25 02:51:00,644
2019-06-25 03:11:00,645
2019-06-25 03:23:00,648
2019-06-25 03:30:00,649
2019-06-25 03:54:00,652
2019-06-25 03:54:00,652
2019-06-25 03:54:00,652
2019-06-25 03:54:00,652
2019-06-25 03:54:00,652
2019-06-25 03:54:00,652
2019-06-25 03:54:00,652
2019-06-25 05:44:00,652
2019-06-25 05:45:00,651
2019-06-25 06:09:00,652
2019-06-25 06:26:00,652
2019-06-25 06:44:00,652
2019-06-25 06:55:00,652
2019-06-25 07:14:00,647
2019-06-25 07:28:00,629
2019-06-25 07:45:00,609
2019-06-25 07:59:00,590
2019-06-25 08:14:00,556
2019-06-25 08:29:00,535
2019-06-25 08:44:00,518
2019-06-25 08:59:00,500
2019-06-25 09:14:00,489
2019-06-25 09:29:00,486
2019-06-25 09:44:00,478
2019-06-25 09:59:00,472
2019-06-25 10:10:00,476
2019-06-25 10:26:00,476
2019-06-25 10:44:00,479
2019-06-25 10:57:00,476
2019-06-25 11:14:00,479
2019-06-25 11:25:00,481
2019-06-25 11:43:00,485
2019-06-25 12:00:00,478
2019-06-25 12:13:00,472
2019-06-25 12:29:00,466
2019-06-25 12:43:00,459
2019-06-25 12:59:00,450
2019-06-25 13:14:00,454
2019-06-25 13:29:00,453
2019-06-25 13:44:00,451
2019-06-25 13:56:00,445
2019-06-25 14:09:00,446
2019-06-25 14:27:00,443
2019-06-25 14:42:00,450
2019-06-25 14:59:00,460
2019-06-25 15:14:00,475
2019-06-25 15:29:00,487
2019-06-25 15:44:00,497
2019-06-25 15:57:00,501
2019-06-25 16:12:00,511
2019-06-25 16:29:00,525
2019-06-25 16:43:00,520
2019-06-25 17:00:00,522
2019-06-25 17:14:00,530
2019-06-25 17:29:00,537
2019-06-25 17:43:00,547
2019-06-25 17:59:00,555
2019-06-25 18:14:00,557
2019-06-25 18:29:00,556
2019-06-25 18:42:00,562
2019-06-25 18:58:00,560
2019-06-25 19:13:00,562
2019-06-25 19:27:00,562
2019-06-25 19:43:00,563
2019-06-25 19:55:00,561
2019-06-25 20:14:00,566
2019-06-25 20:29:00,570
2019-06-25 20:43:00,580
2019-06-25 20:59:00,586
2019-06-25 21:14:00,587
2019-06-25 21:24:00,592
2019-06-25 21:45:00,595
2019-06-25 22:00:00,599
2019-06-25 22:13:00,608
2019-06-25 22:29:00,618
2019-06-25 22:39:00,622
2019-06-25 22:59:00,627
2019-06-25 23:14:00,625
2019-06-25 23:29:00,634
2019-06-25 23:41:00,638
2019-06-25 23:50:00,638
2019-06-26 00:10:00,640
2019-06-26 00:22:00,638
2019-06-26 00:44:00,639
2019-06-26 00:51:00,639
2019-06-26 01:12:00,642
2019-06-26 01:12:00,642
2019-06-26 01:12:00,642
2019-06-26 01:56:00,640
2019-06-26 02:05:00,642
2019-06-26 02:19:00,643
2019-06-26 02:43:00,646
2019-06-26 02:59:00,647
2019-06-26 03:11:00,648
2019-06-26 03:11:00,648
2019-06-26 03:11:00,648
2019-06-26 03:47:00,649
2019-06-26 03:47:00,649
2019-06-26 04:24:00,651
2019-06-26 04:44:00,653
2019-06-26 04:50:00,654
2019-06-26 05:06:00,656
2019-06-26 05:06:00,656
2019-06-26 05:42:00,657
2019-06-26 05:53:00,658
2019-06-26 06:12:00,659
2019-06-26 06:26:00,657
2019-06-26 06:44:00,660
2019-06-26 06:59:00,659
2019-06-26 07:11:00,654
2019-06-26 07:29:00,648
2019-06-26 07:44:00,637
2019-06-26 07:59:00,617
2019-06-26 08:13:00,606
2019-06-26 08:28:00,591
2019-06-26 08:44:00,581
2019-06-26 08:59:00,569
2019-06-26 09:13:00,555
2019-06-26 09:29:00,548
2019-06-26 09:44:00,542
2019-06-26 09:58:00,537
2019-06-26 10:14:00,533
2019-06-26 10:28:00,527
2019-06-26 10:42:00,526
2019-06-26 10:59:00,517
2019-06-26 11:15:00,515
2019-06-26 11:29:00,516
2019-06-26 11:43:00,515
2019-06-26 11:59:00,516
2019-06-26 12:14:00,509
2019-06-26 12:29:00,502
2019-06-26 12:41:00,490
2019-06-26 12:59:00,469
2019-06-26 13:12:00,464
2019-06-26 13:27:00,455
2019-06-26 13:44:00,461
2019-06-26 13:59:00,460
2019-06-26 14:14:00,463
2019-06-26 14:29:00,471
2019-06-26 14:44:00,476
2019-06-26 14:59:00,486
2019-06-26 15:12:00,494
2019-06-26 15:29:00,505
2019-06-26 15:44:00,505
2019-06-26 15:58:00,506
2019-06-26 16:13:00,522
2019-06-26 16:27:00,532
2019-06-26 16:44:00,538
2019-06-26 16:59:00,548
2019-06-26 17:13:00,556
2019-06-26 17:29:00,557
2019-06-26 17:44:00,573
2019-06-26 17:58:00,571
2019-06-26 18:14:00,577
2019-06-26 18:29:00,585
2019-06-26 18:44:00,581
2019-06-26 18:59:00,571
2019-06-26 19:14:00,566
2019-06-26 19:29:00,568
2019-06-26 19:44:00,561
2019-06-26 19:59:00,560
2019-06-26 20:14:00,563
2019-06-26 20:28:00,564
2019-06-26 20:42:00,566
2019-06-26 20:58:00,564
2019-06-26 21:12:00,563
2019-06-26 21:27:00,566
2019-06-26 21:44:00,566
2019-06-26 21:59:00,563
2019-06-26 22:14:00,572
2019-06-26 22:28:00,580
2019-06-26 22:44:00,581
2019-06-26 22:58:00,580
2019-06-26 23:09:00,581
2019-06-26 23:28:00,585
2019-06-26 23:37:00,583
2019-06-26 23:59:00,587
2019-06-27 00:13:00,589
2019-06-27 00:28:00,587
2019-06-27 00:43:00,588
2019-06-27 00:59:00,590
2019-06-27 01:13:00,592
2019-06-27 01:25:00,592
2019-06-27 01:40:00,592
2019-06-27 01:58:00,589
2019-06-27 02:05:00,589
2019-06-27 02:27:00,589
2019-06-27 02:40:00,591
2019-06-27 02:53:00,593
2019-06-27 02:53:00,593
2019-06-27 03:28:00,594
2019-06-27 03:44:00,601
2019-06-27 03:51:00,604
2019-06-27 04:10:00,606
2019-06-27 04:21:00,608
2019-06-27 04:40:00,610
2019-06-27 04:52:00,612
2019-06-27 05:06:00,612
2019-06-27 05:26:00,616
2019-06-27 05:41:00,621
2019-06-27 05:54:00,623
2019-06-27 06:12:00,625
2019-06-27 06:27:00,624
2019-06-27 06:40:00,623
2019-06-27 06:57:00,624
2019-06-27 07:10:00,622
2019-06-27 07:28:00,611
2019-06-27 07:43:00,592
2019-06-27 07:59:00,576
2019-06-27 08:14:00,552
2019-06-27 08:29:00,534
2019-06-27 08:44:00,506
2019-06-27 08:59:00,496
2019-06-27 09:14:00,474
2019-06-27 09:29:00,459
2019-06-27 09:45:00,451
2019-06-27 09:58:00,443
2019-06-27 10:11:00,435
2019-06-27 10:27:00,429
2019-06-27 10:43:00,423
2019-06-27 10:55:00,422
2019-06-27 11:14:00,431
2019-06-27 11:29:00,419
2019-06-27 11:42:00,415
2019-06-27 11:59:00,407
2019-06-27 12:14:00,396
2019-06-27 12:28:00,385
2019-06-27 12:44:00,377
2019-06-27 12:59:00,368
2019-06-27 13:11:00,349
2019-06-27 13:29:00,340
2019-06-27 13:44:00,337
2019-06-27 13:59:00,338
2019-06-27 14:14:00,344
2019-06-27 14:29:00,366
2019-06-27 14:44:00,386
2019-06-27 14:55:00,397
2019-06-27 15:12:00,405
2019-06-27 15:29:00,424
2019-06-27 15:44:00,432
2019-06-27 15:55:00,437
2019-06-27 16:13:00,452
2019-06-27 16:29:00,464
2019-06-27 16:43:00,474
2019-06-27 16:59:00,490
2019-06-27 17:14:00,503
2019-06-27 17:27:00,518
2019-06-27 17:44:00,536
2019-06-27 17:57:00,549
2019-06-27 18:14:00,564
2019-06-27 18:28:00,571
2019-06-27 18:43:00,577
2019-06-27 18:59:00,573
2019-06-27 19:15:00,568
2019-06-27 19:27:00,564
2019-06-27 19:44:00,565
2019-06-27 19:57:00,567
2019-06-27 20:13:00,569
2019-06-27 20:26:00,570
2019-06-27 20:43:00,577
2019-06-27 20:59:00,580
2019-06-27 21:13:00,578
2019-06-27 21:28:00,580
2019-06-27 21:38:00,581
2019-06-27 21:57:00,581
2019-06-27 22:14:00,589
2019-06-27 22:27:00,593
2019-06-27 22:44:00,597
2019-06-27 22:55:00,597
2019-06-27 23:13:00,595
2019-06-27 23:29:00,594
2019-06-27 23:44:00,585
2019-06-27 23:57:00,573
2019-06-28 00:14:00,565
2019-06-28 00:26:00,560
2019-06-28 00:42:00,552
2019-06-28 00:59:00,555
2019-06-28 01:02:00,556
2019-06-28 01:28:00,552
2019-06-28 01:42:00,551
2019-06-28 01:58:00,553
2019-06-28 02:14:00,554
2019-06-28 02:28:00,560
2019-06-28 02:44:00,568
2019-06-28 02:49:00,571
2019-06-28 03:12:00,576
2019-06-28 03:26:00,581
2019-06-28 03:41:00,583
2019-06-28 03:58:00,587
2019-06-28 04:14:00,592
2019-06-28 04:28:00,597
2019-06-28 04:44:00,600
2019-06-28 04:58:00,605
2019-06-28 05:06:00,607
2019-06-28 05:29:00,611
2019-06-28 05:43:00,612
2019-06-28 05:58:00,615
2019-06-28 06:07:00,618
2019-06-28 06:28:00,624
2019-06-28 06:41:00,625
2019-06-28 06:55:00,624
2019-06-28 07:13:00,620
2019-06-28 07:27:00,605
2019-06-28 07:43:00,597
2019-06-28 07:59:00,588
2019-06-28 08:14:00,579
2019-06-28 08:28:00,565
2019-06-28 08:44:00,551
2019-06-28 08:55:00,538
2019-06-28 09:14:00,532
2019-06-28 09:20:00,524
2019-06-28 09:44:00,514
2019-06-28 10:00:00,509
2019-06-28 10:13:00,499
2019-06-28 10:28:00,493
2019-06-28 10:44:00,488
2019-06-28 10:58:00,488
2019-06-28 11:13:00,490
2019-06-28 11:29:00,490
2019-06-28 11:44:00,497
2019-06-28 11:59:00,501
2019-06-28 12:14:00,514
2019-06-28 12:27:00,509
2019-06-28 12:44:00,503
2019-06-28 12:59:00,505
2019-06-28 13:14:00,509
2019-06-28 13:28:00,506
2019-06-28 13:44:00,495
2019-06-28 13:59:00,494
2019-06-28 14:12:00,495
2019-06-28 14:29:00,499
2019-06-28 14:42:00,497
2019-06-28 14:58:00,496
2019-06-28 15:12:00,495
2019-06-28 15:29:00,498
2019-06-28 15:44:00,506
2019-06-28 15:58:00,515
2019-06-28 16:13:00,516
2019-06-28 16:29:00,529
2019-06-28 16:41:00,543
2019-06-28 16:57:00,550
2019-06-28 17:14:00,553
2019-06-28 17:29:00,543
2019-06-28 17:44:00,534
2019-06-28 17:59:00,535
2019-06-28 18:14:00,532
2019-06-28 18:29:00,507
2019-06-28 18:44:00,482
2019-06-28 18:59:00,475
2019-06-28 19:13:00,487
2019-06-28 19:28:00,482
2019-06-28 19:45:00,482
2019-06-28 19:59:00,482
2019-06-28 20:14:00,491
2019-06-28 20:29:00,498
2019-06-28 20:44:00,528
2019-06-28 20:59:00,535
2019-06-28 21:13:00,559
2019-06-28 21:29:00,564
2019-06-28 21:44:00,571
2019-06-28 21:59:00,570
2019-06-28 22:12:00,576
2019-06-28 22:25:00,582
2019-06-28 22:44:00,590
2019-06-28 22:59:00,597
2019-06-28 23:11:00,598
2019-06-28 23:29:00,598
2019-06-28 23:44:00,598
2019-06-28 23:57:00,608
2019-06-29 00:11:00,612
2019-06-29 00:29:00,616
2019-06-29 00:45:00,624
2019-06-29 00:52:00,627
2019-06-29 01:13:00,629
2019-06-29 01:28:00,634
2019-06-29 01:43:00,634
2019-06-29 01:46:00,635
2019-06-29 02:04:00,636
2019-06-29 02:22:00,635
2019-06-29 02:43:00,635
2019-06-29 02:48:00,637
2019-06-29 03:13:00,640
2019-06-29 03:13:00,640
2019-06-29 03:42:00,642
2019-06-29 03:42:00,642
2019-06-29 03:42:00,642
2019-06-29 04:22:00,643
2019-06-29 04:33:00,644
2019-06-29 04:50:00,644
2019-06-29 04:50:00,644
2019-06-29 04:50:00,644
2019-06-29 05:41:00,646
2019-06-29 05:55:00,646
2019-06-29 06:11:00,648
2019-06-29 06:29:00,650
2019-06-29 06:41:00,653
2019-06-29 06:59:00,657
2019-06-29 06:59:00,657
2019-06-29 07:29:00,660
2019-06-29 07:41:00,662
2019-06-29 07:53:00,663
2019-06-29 07:53:00,663
2019-06-29 08:25:00,663
2019-06-29 08:25:00,663
2019-06-29 08:57:00,661
2019-06-29 09:11:00,656
2019-06-29 09:29:00,651
2019-06-29 09:44:00,636
2019-06-29 09:58:00,623
2019-06-29 10:14:00,583
2019-06-29 10:30:00,558
2019-06-29 10:44:00,537
2019-06-29 10:59:00,516
2019-06-29 11:14:00,501
2019-06-29 11:29:00,485
2019-06-29 11:42:00,480
2019-06-29 11:59:00,472
2019-06-29 12:14:00,468
2019-06-29 12:29:00,466
2019-06-29 12:44:00,453
2019-06-29 12:58:00,441
2019-06-29 13:14:00,433
2019-06-29 13:29:00,428
2019-06-29 13:44:00,425
2019-06-29 13:59:00,410
2019-06-29 14:12:00,415
2019-06-29 14:29:00,424
2019-06-29 14:44:00,440
2019-06-29 14:59:00,451
2019-06-29 15:13:00,467
2019-06-29 15:29:00,475
2019-06-29 15:45:00,477
2019-06-29 15:59:00,494
2019-06-29 16:14:00,487
2019-06-29 16:28:00,500
2019-06-29 16:44:00,514
2019-06-29 16:59:00,523
2019-06-29 17:13:00,526
2019-06-29 17:29:00,524
2019-06-29 17:44:00,529
2019-06-29 17:59:00,532
2019-06-29 18:14:00,540
2019-06-29 18:26:00,542
2019-06-29 18:44:00,546
2019-06-29 18:59:00,561
2019-06-29 19:14:00,568
2019-06-29 19:28:00,569
2019-06-29 19:41:00,565
2019-06-29 20:00:00,565
2019-06-29 20:15:00,568
2019-06-29 20:28:00,569
2019-06-29 20:44:00,571
2019-06-29 20:59:00,572
2019-06-29 21:12:00,575
2019-06-29 21:29:00,575
2019-06-29 21:41:00,575
2019-06-29 21:56:00,575
2019-06-29 22:14:00,585
2019-06-29 22:27:00,596
2019-06-29 22:41:00,598
2019-06-29 22:58:00,608
2019-06-29 23:01:00,612
2019-06-29 23:01:00,612
2019-06-29 23:44:00,612
2019-06-29 23:58:00,616
2019-06-30 00:07:00,623
2019-06-30 00:28:00,629
2019-06-30 00:39:00,643
2019-06-30 00:52:00,649
2019-06-30 01:09:00,657
2019-06-30 01:29:00,658
2019-06-30 01:39:00,660
2019-06-30 01:59:00,663
2019-06-30 02:12:00,665
2019-06-30 02:19:00,666
2019-06-30 02:35:00,670
2019-06-30 02:46:00,672
2019-06-30 02:46:00,672
2019-06-30 03:26:00,677
2019-06-30 03:26:00,677
2019-06-30 03:26:00,677
2019-06-30 04:06:00,678
2019-06-30 04:23:00,679
2019-06-30 04:44:00,681
2019-06-30 04:44:00,681
2019-06-30 04:44:00,681
2019-06-30 05:19:00,682
2019-06-30 05:42:00,681
